Cycle 3:Ni:Survey
	Characteristic Energy eV	1.486610e+003	Acquisition Time s	1.000000e-001
Name		
Position		
FWHM		
Area		
Lineshape		
K.E.	Counts		B.E.	CPS
6.435100e+002	4.128320e+003		8.431000e+002	1.376107e+004
6.436100e+002	4.134300e+003		8.430000e+002	1.378100e+004
6.437100e+002	4.155230e+003		8.429000e+002	1.385077e+004
6.438100e+002	4.140170e+003		8.428000e+002	1.380057e+004
6.439100e+002	4.164020e+003		8.427000e+002	1.388007e+004
6.440100e+002	4.131800e+003		8.426000e+002	1.377267e+004
6.441100e+002	4.150110e+003		8.425000e+002	1.383370e+004
6.442100e+002	4.124710e+003		8.424000e+002	1.374903e+004
6.443100e+002	4.139840e+003		8.423000e+002	1.379947e+004
6.444100e+002	4.136400e+003		8.422000e+002	1.378800e+004
6.445100e+002	4.161910e+003		8.421000e+002	1.387303e+004
6.446100e+002	4.179520e+003		8.420000e+002	1.393173e+004
6.447100e+002	4.153110e+003		8.419000e+002	1.384370e+004
6.448100e+002	4.202130e+003		8.418000e+002	1.400710e+004
6.449100e+002	4.193980e+003		8.417000e+002	1.397993e+004
6.450100e+002	4.193960e+003		8.416000e+002	1.397987e+004
6.451100e+002	4.153980e+003		8.415000e+002	1.384660e+004
6.452100e+002	4.163300e+003		8.414000e+002	1.387767e+004
6.453100e+002	4.121790e+003		8.413000e+002	1.373930e+004
6.454100e+002	4.160110e+003		8.412000e+002	1.386703e+004
6.455100e+002	4.171190e+003		8.411000e+002	1.390397e+004
6.456100e+002	4.172880e+003		8.410000e+002	1.390960e+004
6.457100e+002	4.180070e+003		8.409000e+002	1.393357e+004
6.458100e+002	4.128170e+003		8.408000e+002	1.376057e+004
6.459100e+002	4.167100e+003		8.407000e+002	1.389033e+004
6.460100e+002	4.187270e+003		8.406000e+002	1.395757e+004
6.461100e+002	4.174840e+003		8.405000e+002	1.391613e+004
6.462100e+002	4.186690e+003		8.404000e+002	1.395563e+004
6.463100e+002	4.181210e+003		8.403000e+002	1.393737e+004
6.464100e+002	4.199120e+003		8.402000e+002	1.399707e+004
6.465100e+002	4.182870e+003		8.401000e+002	1.394290e+004
6.466100e+002	4.171840e+003		8.400000e+002	1.390613e+004
Cycle 15:NiO:Survey
	Characteristic Energy eV	1.486610e+003	Acquisition Time s	1.000000e-001
Name		
Position		
FWHM		
Area		
Lineshape		
K.E.	Counts		B.E.	CPS
2.866100e+002	4.025600e+003		1.200000e+003	4.025600e+004
2.876100e+002	4.055220e+003		1.199000e+003	4.055220e+004
2.886100e+002	4.076400e+003		1.198000e+003	4.076400e+004
2.896100e+002	4.059620e+003		1.197000e+003	4.059620e+004
2.906100e+002	4.116380e+003		1.196000e+003	4.116380e+004
2.916100e+002	4.116660e+003		1.195000e+003	4.116660e+004
2.926100e+002	4.064500e+003		1.194000e+003	4.064500e+004
2.936100e+002	4.086430e+003		1.193000e+003	4.086430e+004
2.946100e+002	4.101600e+003		1.192000e+003	4.101600e+004
2.956100e+002	4.150960e+003		1.191000e+003	4.150960e+004
2.966100e+002	4.141520e+003		1.190000e+003	4.141520e+004
2.976100e+002	4.139770e+003		1.189000e+003	4.139770e+004
2.986100e+002	4.162580e+003		1.188000e+003	4.162580e+004
2.996100e+002	4.167490e+003		1.187000e+003	4.167490e+004
3.006100e+002	4.179910e+003		1.186000e+003	4.179910e+004
3.016100e+002	4.225190e+003		1.185000e+003	4.225190e+004
3.026100e+002	4.228400e+003		1.184000e+003	4.228400e+004
3.036100e+002	4.211030e+003		1.183000e+003	4.211030e+004
3.046100e+002	4.228140e+003		1.182000e+003	4.228140e+004
3.056100e+002	4.231340e+003		1.181000e+003	4.231340e+004
3.066100e+002	4.232720e+003		1.180000e+003	4.232720e+004
3.076100e+002	4.246140e+003		1.179000e+003	4.246140e+004
3.086100e+002	4.239060e+003		1.178000e+003	4.239060e+004
3.096100e+002	4.244830e+003		1.177000e+003	4.244830e+004
3.106100e+002	4.273050e+003		1.176000e+003	4.273050e+004
3.116100e+002	4.306670e+003		1.175000e+003	4.306670e+004
3.126100e+002	4.311250e+003		1.174000e+003	4.311250e+004
3.136100e+002	4.346390e+003		1.173000e+003	4.346390e+004
3.146100e+002	4.341380e+003		1.172000e+003	4.341380e+004
3.156100e+002	4.328930e+003		1.171000e+003	4.328930e+004
3.166100e+002	4.386420e+003		1.170000e+003	4.386420e+004
3.176100e+002	4.368100e+003		1.169000e+003	4.368100e+004
3.186100e+002	4.407190e+003		1.168000e+003	4.407190e+004
3.196100e+002	4.432950e+003		1.167000e+003	4.432950e+004
3.206100e+002	4.449970e+003		1.166000e+003	4.449970e+004
3.216100e+002	4.439320e+003		1.165000e+003	4.439320e+004
3.226100e+002	4.428450e+003		1.164000e+003	4.428450e+004
3.236100e+002	4.475740e+003		1.163000e+003	4.475740e+004
3.246100e+002	4.457440e+003		1.162000e+003	4.457440e+004
3.256100e+002	4.461420e+003		1.161000e+003	4.461420e+004
3.266100e+002	4.477680e+003		1.160000e+003	4.477680e+004
3.276100e+002	4.512190e+003		1.159000e+003	4.512190e+004
3.286100e+002	4.492570e+003		1.158000e+003	4.492570e+004
3.296100e+002	4.525660e+003		1.157000e+003	4.525660e+004
3.306100e+002	4.530140e+003		1.156000e+003	4.530140e+004
3.316100e+002	4.545180e+003		1.155000e+003	4.545180e+004
3.326100e+002	4.572850e+003		1.154000e+003	4.572850e+004
3.336100e+002	4.599570e+003		1.153000e+003	4.599570e+004
3.346100e+002	4.587220e+003		1.152000e+003	4.587220e+004
3.356100e+002	4.611880e+003		1.151000e+003	4.611880e+004
3.366100e+002	4.621600e+003		1.150000e+003	4.621600e+004
3.376100e+002	4.656600e+003		1.149000e+003	4.656600e+004
3.386100e+002	4.652530e+003		1.148000e+003	4.652530e+004
3.396100e+002	4.676530e+003		1.147000e+003	4.676530e+004
3.406100e+002	4.665460e+003		1.146000e+003	4.665460e+004
3.416100e+002	4.641490e+003		1.145000e+003	4.641490e+004
3.426100e+002	4.712200e+003		1.144000e+003	4.712200e+004
3.436100e+002	4.719340e+003		1.143000e+003	4.719340e+004
3.446100e+002	4.714770e+003		1.142000e+003	4.714770e+004
3.456100e+002	4.708450e+003		1.141000e+003	4.708450e+004
3.466100e+002	4.731030e+003		1.140000e+003	4.731030e+004
3.476100e+002	4.771330e+003		1.139000e+003	4.771330e+004
3.486100e+002	4.783680e+003		1.138000e+003	4.783680e+004
3.496100e+002	4.792020e+003		1.137000e+003	4.792020e+004
3.506100e+002	4.800190e+003		1.136000e+003	4.800190e+004
3.516100e+002	4.844520e+003		1.135000e+003	4.844520e+004
3.526100e+002	4.830490e+003		1.134000e+003	4.830490e+004
3.536100e+002	4.837280e+003		1.133000e+003	4.837280e+004
3.546100e+002	4.850780e+003		1.132000e+003	4.850780e+004
3.556100e+002	4.877210e+003		1.131000e+003	4.877210e+004
3.566100e+002	4.877770e+003		1.130000e+003	4.877770e+004
3.576100e+002	4.887840e+003		1.129000e+003	4.887840e+004
3.586100e+002	4.902040e+003		1.128000e+003	4.902040e+004
3.596100e+002	4.915270e+003		1.127000e+003	4.915270e+004
3.606100e+002	4.952800e+003		1.126000e+003	4.952800e+004
3.616100e+002	4.961250e+003		1.125000e+003	4.961250e+004
3.626100e+002	4.979020e+003		1.124000e+003	4.979020e+004
3.636100e+002	4.978540e+003		1.123000e+003	4.978540e+004
3.646100e+002	5.011640e+003		1.122000e+003	5.011640e+004
3.656100e+002	5.026690e+003		1.121000e+003	5.026690e+004
3.666100e+002	5.039600e+003		1.120000e+003	5.039600e+004
3.676100e+002	5.060020e+003		1.119000e+003	5.060020e+004
3.686100e+002	5.030430e+003		1.118000e+003	5.030430e+004
3.696100e+002	5.076760e+003		1.117000e+003	5.076760e+004
3.706100e+002	5.074100e+003		1.116000e+003	5.074100e+004
3.716100e+002	5.113220e+003		1.115000e+003	5.113220e+004
3.726100e+002	5.057080e+003		1.114000e+003	5.057080e+004
3.736100e+002	5.092890e+003		1.113000e+003	5.092890e+004
3.746100e+002	5.107200e+003		1.112000e+003	5.107200e+004
3.756100e+002	5.148000e+003		1.111000e+003	5.148000e+004
3.766100e+002	5.165810e+003		1.110000e+003	5.165810e+004
3.776100e+002	5.191110e+003		1.109000e+003	5.191110e+004
3.786100e+002	5.178690e+003		1.108000e+003	5.178690e+004
3.796100e+002	5.171770e+003		1.107000e+003	5.171770e+004
3.806100e+002	5.198820e+003		1.106000e+003	5.198820e+004
3.816100e+002	5.187540e+003		1.105000e+003	5.187540e+004
3.826100e+002	5.225360e+003		1.104000e+003	5.225360e+004
3.836100e+002	5.264620e+003		1.103000e+003	5.264620e+004
3.846100e+002	5.267330e+003		1.102000e+003	5.267330e+004
3.856100e+002	5.263600e+003		1.101000e+003	5.263600e+004
3.866100e+002	5.304410e+003		1.100000e+003	5.304410e+004
3.876100e+002	5.286740e+003		1.099000e+003	5.286740e+004
3.886100e+002	5.322550e+003		1.098000e+003	5.322550e+004
3.896100e+002	5.301320e+003		1.097000e+003	5.301320e+004
3.906100e+002	5.331050e+003		1.096000e+003	5.331050e+004
3.916100e+002	5.339720e+003		1.095000e+003	5.339720e+004
3.926100e+002	5.338650e+003		1.094000e+003	5.338650e+004
3.936100e+002	5.382490e+003		1.093000e+003	5.382490e+004
3.946100e+002	5.380090e+003		1.092000e+003	5.380090e+004
3.956100e+002	5.407780e+003		1.091000e+003	5.407780e+004
3.966100e+002	5.441500e+003		1.090000e+003	5.441500e+004
3.976100e+002	5.441920e+003		1.089000e+003	5.441920e+004
3.986100e+002	5.485440e+003		1.088000e+003	5.485440e+004
3.996100e+002	5.498220e+003		1.087000e+003	5.498220e+004
4.006100e+002	5.484360e+003		1.086000e+003	5.484360e+004
4.016100e+002	5.534210e+003		1.085000e+003	5.534210e+004
4.026100e+002	5.559160e+003		1.084000e+003	5.559160e+004
4.036100e+002	5.542670e+003		1.083000e+003	5.542670e+004
4.046100e+002	5.523040e+003		1.082000e+003	5.523040e+004
4.056100e+002	5.570320e+003		1.081000e+003	5.570320e+004
4.066100e+002	5.607530e+003		1.080000e+003	5.607530e+004
4.076100e+002	5.609850e+003		1.079000e+003	5.609850e+004
4.086100e+002	5.594440e+003		1.078000e+003	5.594440e+004
4.096100e+002	5.635800e+003		1.077000e+003	5.635800e+004
4.106100e+002	5.639130e+003		1.076000e+003	5.639130e+004
4.116100e+002	5.642970e+003		1.075000e+003	5.642970e+004
4.126100e+002	5.698630e+003		1.074000e+003	5.698630e+004
4.136100e+002	5.670590e+003		1.073000e+003	5.670590e+004
4.146100e+002	5.733370e+003		1.072000e+003	5.733370e+004
4.156100e+002	5.756000e+003		1.071000e+003	5.756000e+004
4.166100e+002	5.778980e+003		1.070000e+003	5.778980e+004
4.176100e+002	5.753290e+003		1.069000e+003	5.753290e+004
4.186100e+002	5.797790e+003		1.068000e+003	5.797790e+004
4.196100e+002	5.825710e+003		1.067000e+003	5.825710e+004
4.206100e+002	5.820410e+003		1.066000e+003	5.820410e+004
4.216100e+002	5.868610e+003		1.065000e+003	5.868610e+004
4.226100e+002	5.858580e+003		1.064000e+003	5.858580e+004
4.236100e+002	5.860250e+003		1.063000e+003	5.860250e+004
4.246100e+002	5.885030e+003		1.062000e+003	5.885030e+004
4.256100e+002	5.880610e+003		1.061000e+003	5.880610e+004
4.266100e+002	5.936190e+003		1.060000e+003	5.936190e+004
4.276100e+002	5.957960e+003		1.059000e+003	5.957960e+004
4.286100e+002	5.933980e+003		1.058000e+003	5.933980e+004
4.296100e+002	5.956010e+003		1.057000e+003	5.956010e+004
4.306100e+002	5.977750e+003		1.056000e+003	5.977750e+004
4.316100e+002	6.015630e+003		1.055000e+003	6.015630e+004
4.326100e+002	6.001190e+003		1.054000e+003	6.001190e+004
4.336100e+002	6.027230e+003		1.053000e+003	6.027230e+004
4.346100e+002	6.049420e+003		1.052000e+003	6.049420e+004
4.356100e+002	6.061810e+003		1.051000e+003	6.061810e+004
4.366100e+002	6.062340e+003		1.050000e+003	6.062340e+004
4.376100e+002	6.081620e+003		1.049000e+003	6.081620e+004
4.386100e+002	6.104140e+003		1.048000e+003	6.104140e+004
4.396100e+002	6.120900e+003		1.047000e+003	6.120900e+004
4.406100e+002	6.140460e+003		1.046000e+003	6.140460e+004
4.416100e+002	6.226390e+003		1.045000e+003	6.226390e+004
4.426100e+002	6.198460e+003		1.044000e+003	6.198460e+004
4.436100e+002	6.212860e+003		1.043000e+003	6.212860e+004
4.446100e+002	6.199040e+003		1.042000e+003	6.199040e+004
4.456100e+002	6.248450e+003		1.041000e+003	6.248450e+004
4.466100e+002	6.311270e+003		1.040000e+003	6.311270e+004
4.476100e+002	6.252080e+003		1.039000e+003	6.252080e+004
4.486100e+002	6.325490e+003		1.038000e+003	6.325490e+004
4.496100e+002	6.301870e+003		1.037000e+003	6.301870e+004
4.506100e+002	6.357450e+003		1.036000e+003	6.357450e+004
4.516100e+002	6.370690e+003		1.035000e+003	6.370690e+004
4.526100e+002	6.399600e+003		1.034000e+003	6.399600e+004
4.536100e+002	6.412100e+003		1.033000e+003	6.412100e+004
4.546100e+002	6.409480e+003		1.032000e+003	6.409480e+004
4.556100e+002	6.399170e+003		1.031000e+003	6.399170e+004
4.566100e+002	6.399230e+003		1.030000e+003	6.399230e+004
4.576100e+002	6.417740e+003		1.029000e+003	6.417740e+004
4.586100e+002	6.423320e+003		1.028000e+003	6.423320e+004
4.596100e+002	6.450850e+003		1.027000e+003	6.450850e+004
4.606100e+002	6.514760e+003		1.026000e+003	6.514760e+004
4.616100e+002	6.553450e+003		1.025000e+003	6.553450e+004
4.626100e+002	6.608360e+003		1.024000e+003	6.608360e+004
4.636100e+002	6.660750e+003		1.023000e+003	6.660750e+004
4.646100e+002	6.746680e+003		1.022000e+003	6.746680e+004
4.656100e+002	6.821500e+003		1.021000e+003	6.821500e+004
4.666100e+002	6.935730e+003		1.020000e+003	6.935730e+004
4.676100e+002	7.037750e+003		1.019000e+003	7.037750e+004
4.686100e+002	7.146720e+003		1.018000e+003	7.146720e+004
4.696100e+002	7.216150e+003		1.017000e+003	7.216150e+004
4.706100e+002	7.271930e+003		1.016000e+003	7.271930e+004
4.716100e+002	7.329850e+003		1.015000e+003	7.329850e+004
4.726100e+002	7.366060e+003		1.014000e+003	7.366060e+004
4.736100e+002	7.345070e+003		1.013000e+003	7.345070e+004
4.746100e+002	7.411640e+003		1.012000e+003	7.411640e+004
4.756100e+002	7.461690e+003		1.011000e+003	7.461690e+004
4.766100e+002	7.455560e+003		1.010000e+003	7.455560e+004
4.776100e+002	7.306570e+003		1.009000e+003	7.306570e+004
4.786100e+002	7.190910e+003		1.008000e+003	7.190910e+004
4.796100e+002	6.991780e+003		1.007000e+003	6.991780e+004
4.806100e+002	6.874300e+003		1.006000e+003	6.874300e+004
4.816100e+002	6.760870e+003		1.005000e+003	6.760870e+004
4.826100e+002	6.672650e+003		1.004000e+003	6.672650e+004
4.836100e+002	6.632420e+003		1.003000e+003	6.632420e+004
4.846100e+002	6.582630e+003		1.002000e+003	6.582630e+004
4.856100e+002	6.574600e+003		1.001000e+003	6.574600e+004
4.866100e+002	6.570830e+003		1.000000e+003	6.570830e+004
4.876100e+002	6.606920e+003		9.990000e+002	6.606920e+004
4.886100e+002	6.656870e+003		9.980000e+002	6.656870e+004
4.896100e+002	6.692440e+003		9.970000e+002	6.692440e+004
4.906100e+002	6.794200e+003		9.960000e+002	6.794200e+004
4.916100e+002	6.799980e+003		9.950000e+002	6.799980e+004
4.926100e+002	6.785210e+003		9.940000e+002	6.785210e+004
4.936100e+002	6.742420e+003		9.930000e+002	6.742420e+004
4.946100e+002	6.648370e+003		9.920000e+002	6.648370e+004
4.956100e+002	6.599950e+003		9.910000e+002	6.599950e+004
4.966100e+002	6.589640e+003		9.900000e+002	6.589640e+004
4.976100e+002	6.628710e+003		9.890000e+002	6.628710e+004
4.986100e+002	6.595040e+003		9.880000e+002	6.595040e+004
4.996100e+002	6.580670e+003		9.870000e+002	6.580670e+004
5.006100e+002	6.589110e+003		9.860000e+002	6.589110e+004
5.016100e+002	6.602100e+003		9.850000e+002	6.602100e+004
5.026100e+002	6.609140e+003		9.840000e+002	6.609140e+004
5.036100e+002	6.613590e+003		9.830000e+002	6.613590e+004
5.046100e+002	6.620010e+003		9.820000e+002	6.620010e+004
5.056100e+002	6.698650e+003		9.810000e+002	6.698650e+004
5.066100e+002	6.772710e+003		9.800000e+002	6.772710e+004
5.076100e+002	6.914940e+003		9.790000e+002	6.914940e+004
5.086100e+002	7.117140e+003		9.780000e+002	7.117140e+004
5.096100e+002	7.357960e+003		9.770000e+002	7.357960e+004
5.106100e+002	7.526690e+003		9.760000e+002	7.526690e+004
5.116100e+002	7.593860e+003		9.750000e+002	7.593860e+004
5.126100e+002	7.518580e+003		9.740000e+002	7.518580e+004
5.136100e+002	7.315140e+003		9.730000e+002	7.315140e+004
5.146100e+002	7.153780e+003		9.720000e+002	7.153780e+004
5.156100e+002	7.020580e+003		9.710000e+002	7.020580e+004
5.166100e+002	6.951640e+003		9.700000e+002	6.951640e+004
5.176100e+002	6.883000e+003		9.690000e+002	6.883000e+004
5.186100e+002	6.777450e+003		9.680000e+002	6.777450e+004
5.196100e+002	6.703500e+003		9.670000e+002	6.703500e+004
5.206100e+002	6.726890e+003		9.660000e+002	6.726890e+004
5.216100e+002	6.652700e+003		9.650000e+002	6.652700e+004
5.226100e+002	6.567320e+003		9.640000e+002	6.567320e+004
5.236100e+002	6.591950e+003		9.630000e+002	6.591950e+004
5.246100e+002	6.550050e+003		9.620000e+002	6.550050e+004
5.256100e+002	6.551700e+003		9.610000e+002	6.551700e+004
5.266100e+002	6.543000e+003		9.600000e+002	6.543000e+004
5.276100e+002	6.553660e+003		9.590000e+002	6.553660e+004
5.286100e+002	6.515460e+003		9.580000e+002	6.515460e+004
5.296100e+002	6.549000e+003		9.570000e+002	6.549000e+004
5.306100e+002	6.555470e+003		9.560000e+002	6.555470e+004
5.316100e+002	6.589390e+003		9.550000e+002	6.589390e+004
5.326100e+002	6.587090e+003		9.540000e+002	6.587090e+004
5.336100e+002	6.594380e+003		9.530000e+002	6.594380e+004
5.346100e+002	6.642470e+003		9.520000e+002	6.642470e+004
5.356100e+002	6.657520e+003		9.510000e+002	6.657520e+004
5.366100e+002	6.657330e+003		9.500000e+002	6.657330e+004
5.376100e+002	6.717330e+003		9.490000e+002	6.717330e+004
5.386100e+002	6.727040e+003		9.480000e+002	6.727040e+004
5.396100e+002	6.723440e+003		9.470000e+002	6.723440e+004
5.406100e+002	6.723350e+003		9.460000e+002	6.723350e+004
5.416100e+002	6.750700e+003		9.450000e+002	6.750700e+004
5.426100e+002	6.753860e+003		9.440000e+002	6.753860e+004
5.436100e+002	6.819330e+003		9.430000e+002	6.819330e+004
5.446100e+002	6.834130e+003		9.420000e+002	6.834130e+004
5.456100e+002	6.832690e+003		9.410000e+002	6.832690e+004
5.466100e+002	6.836190e+003		9.400000e+002	6.836190e+004
5.476100e+002	6.854240e+003		9.390000e+002	6.854240e+004
5.486100e+002	6.860260e+003		9.380000e+002	6.860260e+004
5.496100e+002	6.891230e+003		9.370000e+002	6.891230e+004
5.506100e+002	6.857280e+003		9.360000e+002	6.857280e+004
5.516100e+002	6.907590e+003		9.350000e+002	6.907590e+004
5.526100e+002	6.930490e+003		9.340000e+002	6.930490e+004
5.536100e+002	6.959150e+003		9.330000e+002	6.959150e+004
5.546100e+002	7.037760e+003		9.320000e+002	7.037760e+004
5.556100e+002	7.046240e+003		9.310000e+002	7.046240e+004
5.566100e+002	7.024560e+003		9.300000e+002	7.024560e+004
5.576100e+002	7.093960e+003		9.290000e+002	7.093960e+004
5.586100e+002	7.071330e+003		9.280000e+002	7.071330e+004
5.596100e+002	7.139720e+003		9.270000e+002	7.139720e+004
5.606100e+002	7.115350e+003		9.260000e+002	7.115350e+004
5.616100e+002	7.134470e+003		9.250000e+002	7.134470e+004
5.626100e+002	7.152770e+003		9.240000e+002	7.152770e+004
5.636100e+002	7.221910e+003		9.230000e+002	7.221910e+004
5.646100e+002	7.238230e+003		9.220000e+002	7.238230e+004
5.656100e+002	7.272130e+003		9.210000e+002	7.272130e+004
5.666100e+002	7.257350e+003		9.200000e+002	7.257350e+004
5.676100e+002	7.261940e+003		9.190000e+002	7.261940e+004
5.686100e+002	7.261720e+003		9.180000e+002	7.261720e+004
5.696100e+002	7.302220e+003		9.170000e+002	7.302220e+004
5.706100e+002	7.339470e+003		9.160000e+002	7.339470e+004
5.716100e+002	7.392240e+003		9.150000e+002	7.392240e+004
5.726100e+002	7.443770e+003		9.140000e+002	7.443770e+004
5.736100e+002	7.483300e+003		9.130000e+002	7.483300e+004
5.746100e+002	7.557250e+003		9.120000e+002	7.557250e+004
5.756100e+002	7.533080e+003		9.110000e+002	7.533080e+004
5.766100e+002	7.562730e+003		9.100000e+002	7.562730e+004
5.776100e+002	7.605990e+003		9.090000e+002	7.605990e+004
5.786100e+002	7.614840e+003		9.080000e+002	7.614840e+004
5.796100e+002	7.626370e+003		9.070000e+002	7.626370e+004
5.806100e+002	7.660890e+003		9.060000e+002	7.660890e+004
5.816100e+002	7.670910e+003		9.050000e+002	7.670910e+004
5.826100e+002	7.714220e+003		9.040000e+002	7.714220e+004
5.836100e+002	7.740780e+003		9.030000e+002	7.740780e+004
5.846100e+002	7.733700e+003		9.020000e+002	7.733700e+004
5.856100e+002	7.786520e+003		9.010000e+002	7.786520e+004
5.866100e+002	7.842640e+003		9.000000e+002	7.842640e+004
5.876100e+002	7.836190e+003		8.990000e+002	7.836190e+004
5.886100e+002	7.903490e+003		8.980000e+002	7.903490e+004
5.896100e+002	7.967740e+003		8.970000e+002	7.967740e+004
5.906100e+002	7.903140e+003		8.960000e+002	7.903140e+004
5.916100e+002	7.918740e+003		8.950000e+002	7.918740e+004
5.926100e+002	7.897390e+003		8.940000e+002	7.897390e+004
5.936100e+002	7.858620e+003		8.930000e+002	7.858620e+004
5.946100e+002	7.812520e+003		8.920000e+002	7.812520e+004
5.956100e+002	7.854630e+003		8.910000e+002	7.854630e+004
5.966100e+002	7.767290e+003		8.900000e+002	7.767290e+004
5.976100e+002	7.723190e+003		8.890000e+002	7.723190e+004
5.986100e+002	7.721430e+003		8.880000e+002	7.721430e+004
5.996100e+002	7.750170e+003		8.870000e+002	7.750170e+004
6.006100e+002	7.826160e+003		8.860000e+002	7.826160e+004
6.016100e+002	8.076750e+003		8.850000e+002	8.076750e+004
6.026100e+002	8.481660e+003		8.840000e+002	8.481660e+004
6.036100e+002	8.979380e+003		8.830000e+002	8.979380e+004
6.046100e+002	9.573830e+003		8.820000e+002	9.573830e+004
6.056100e+002	1.000520e+004		8.810000e+002	1.000520e+005
6.066100e+002	1.020710e+004		8.800000e+002	1.020710e+005
6.076100e+002	1.011540e+004		8.790000e+002	1.011540e+005
6.086100e+002	9.839590e+003		8.780000e+002	9.839590e+004
6.096100e+002	9.526790e+003		8.770000e+002	9.526790e+004
6.106100e+002	9.417190e+003		8.760000e+002	9.417190e+004
6.116100e+002	9.719120e+003		8.750000e+002	9.719120e+004
6.126100e+002	1.026990e+004		8.740000e+002	1.026990e+005
6.136100e+002	1.054570e+004		8.730000e+002	1.054570e+005
6.146100e+002	1.032410e+004		8.720000e+002	1.032410e+005
6.156100e+002	9.206290e+003		8.710000e+002	9.206290e+004
6.166100e+002	7.837730e+003		8.700000e+002	7.837730e+004
6.176100e+002	7.305490e+003		8.690000e+002	7.305490e+004
6.186100e+002	7.547030e+003		8.680000e+002	7.547030e+004
6.196100e+002	7.918720e+003		8.670000e+002	7.918720e+004
6.206100e+002	8.228340e+003		8.660000e+002	8.228340e+004
6.216100e+002	8.714580e+003		8.650000e+002	8.714580e+004
6.226100e+002	9.545890e+003		8.640000e+002	9.545890e+004
6.236100e+002	1.046810e+004		8.630000e+002	1.046810e+005
6.246100e+002	1.115570e+004		8.620000e+002	1.115570e+005
6.256100e+002	1.121920e+004		8.610000e+002	1.121920e+005
6.266100e+002	1.050350e+004		8.600000e+002	1.050350e+005
6.276100e+002	9.812680e+003		8.590000e+002	9.812680e+004
6.286100e+002	1.019630e+004		8.580000e+002	1.019630e+005
6.296100e+002	1.161270e+004		8.570000e+002	1.161270e+005
6.306100e+002	1.290290e+004		8.560000e+002	1.290290e+005
6.316100e+002	1.369090e+004		8.550000e+002	1.369090e+005
6.326100e+002	1.234310e+004		8.540000e+002	1.234310e+005
6.336100e+002	8.759000e+003		8.530000e+002	8.759000e+004
6.346100e+002	5.958050e+003		8.520000e+002	5.958050e+004
6.356100e+002	5.222540e+003		8.510000e+002	5.222540e+004
6.366100e+002	5.079540e+003		8.500000e+002	5.079540e+004
6.376100e+002	4.968660e+003		8.490000e+002	4.968660e+004
6.386100e+002	4.911230e+003		8.480000e+002	4.911230e+004
6.396100e+002	4.915860e+003		8.470000e+002	4.915860e+004
6.406100e+002	4.888370e+003		8.460000e+002	4.888370e+004
6.416100e+002	4.864190e+003		8.450000e+002	4.864190e+004
6.426100e+002	4.891180e+003		8.440000e+002	4.891180e+004
6.436100e+002	4.890670e+003		8.430000e+002	4.890670e+004
6.446100e+002	4.921650e+003		8.420000e+002	4.921650e+004
6.456100e+002	4.935270e+003		8.410000e+002	4.935270e+004
6.466100e+002	4.942340e+003		8.400000e+002	4.942340e+004
6.476100e+002	4.951650e+003		8.390000e+002	4.951650e+004
6.486100e+002	4.967610e+003		8.380000e+002	4.967610e+004
6.496100e+002	5.003840e+003		8.370000e+002	5.003840e+004
6.506100e+002	5.030080e+003		8.360000e+002	5.030080e+004
6.516100e+002	5.033050e+003		8.350000e+002	5.033050e+004
6.526100e+002	5.078960e+003		8.340000e+002	5.078960e+004
6.536100e+002	5.101760e+003		8.330000e+002	5.101760e+004
6.546100e+002	5.137230e+003		8.320000e+002	5.137230e+004
6.556100e+002	5.165080e+003		8.310000e+002	5.165080e+004
6.566100e+002	5.159100e+003		8.300000e+002	5.159100e+004
6.576100e+002	5.168860e+003		8.290000e+002	5.168860e+004
6.586100e+002	5.203640e+003		8.280000e+002	5.203640e+004
6.596100e+002	5.251430e+003		8.270000e+002	5.251430e+004
6.606100e+002	5.303120e+003		8.260000e+002	5.303120e+004
6.616100e+002	5.276480e+003		8.250000e+002	5.276480e+004
6.626100e+002	5.252980e+003		8.240000e+002	5.252980e+004
6.636100e+002	5.239210e+003		8.230000e+002	5.239210e+004
6.646100e+002	5.223720e+003		8.220000e+002	5.223720e+004
6.656100e+002	5.237850e+003		8.210000e+002	5.237850e+004
6.666100e+002	5.215320e+003		8.200000e+002	5.215320e+004
6.676100e+002	5.234260e+003		8.190000e+002	5.234260e+004
6.686100e+002	5.262470e+003		8.180000e+002	5.262470e+004
6.696100e+002	5.323160e+003		8.170000e+002	5.323160e+004
6.706100e+002	5.363770e+003		8.160000e+002	5.363770e+004
6.716100e+002	5.415560e+003		8.150000e+002	5.415560e+004
6.726100e+002	5.421430e+003		8.140000e+002	5.421430e+004
6.736100e+002	5.465690e+003		8.130000e+002	5.465690e+004
6.746100e+002	5.407610e+003		8.120000e+002	5.407610e+004
6.756100e+002	5.391390e+003		8.110000e+002	5.391390e+004
6.766100e+002	5.366370e+003		8.100000e+002	5.366370e+004
6.776100e+002	5.293760e+003		8.090000e+002	5.293760e+004
6.786100e+002	5.252480e+003		8.080000e+002	5.252480e+004
6.796100e+002	5.231090e+003		8.070000e+002	5.231090e+004
6.806100e+002	5.232060e+003		8.060000e+002	5.232060e+004
6.816100e+002	5.270360e+003		8.050000e+002	5.270360e+004
6.826100e+002	5.246120e+003		8.040000e+002	5.246120e+004
6.836100e+002	5.289750e+003		8.030000e+002	5.289750e+004
6.846100e+002	5.298790e+003		8.020000e+002	5.298790e+004
