Cycle 3:Ni:Survey
	Characteristic Energy eV	1.486610e+003	Acquisition Time s	1.000000e-001
Name		
Position		
FWHM		
Area		
Lineshape		
K.E.	Counts		B.E.	CPS
2.866100e+002	4.699450e+003		1.200000e+003	4.699450e+004
2.876100e+002	4.711840e+003		1.199000e+003	4.711840e+004
2.886100e+002	4.756390e+003		1.198000e+003	4.756390e+004
2.896100e+002	4.739410e+003		1.197000e+003	4.739410e+004
2.906100e+002	4.769210e+003		1.196000e+003	4.769210e+004
2.916100e+002	4.767200e+003		1.195000e+003	4.767200e+004
2.926100e+002	4.785550e+003		1.194000e+003	4.785550e+004
2.936100e+002	4.796730e+003		1.193000e+003	4.796730e+004
2.946100e+002	4.786260e+003		1.192000e+003	4.786260e+004
2.956100e+002	4.821660e+003		1.191000e+003	4.821660e+004
2.966100e+002	4.842970e+003		1.190000e+003	4.842970e+004
2.976100e+002	4.857940e+003		1.189000e+003	4.857940e+004
2.986100e+002	4.854650e+003		1.188000e+003	4.854650e+004
2.996100e+002	4.866860e+003		1.187000e+003	4.866860e+004
3.006100e+002	4.882580e+003		1.186000e+003	4.882580e+004
3.016100e+002	4.884610e+003		1.185000e+003	4.884610e+004
3.026100e+002	4.869180e+003		1.184000e+003	4.869180e+004
3.036100e+002	4.902970e+003		1.183000e+003	4.902970e+004
3.046100e+002	4.901280e+003		1.182000e+003	4.901280e+004
3.056100e+002	4.952190e+003		1.181000e+003	4.952190e+004
3.066100e+002	5.004700e+003		1.180000e+003	5.004700e+004
3.076100e+002	4.978680e+003		1.179000e+003	4.978680e+004
3.086100e+002	4.982680e+003		1.178000e+003	4.982680e+004
3.096100e+002	4.980080e+003		1.177000e+003	4.980080e+004
3.106100e+002	4.977320e+003		1.176000e+003	4.977320e+004
3.116100e+002	5.023290e+003		1.175000e+003	5.023290e+004
3.126100e+002	4.997950e+003		1.174000e+003	4.997950e+004
3.136100e+002	5.031010e+003		1.173000e+003	5.031010e+004
3.146100e+002	5.042900e+003		1.172000e+003	5.042900e+004
3.156100e+002	5.081650e+003		1.171000e+003	5.081650e+004
3.166100e+002	5.109060e+003		1.170000e+003	5.109060e+004
3.176100e+002	5.103860e+003		1.169000e+003	5.103860e+004
3.186100e+002	5.115320e+003		1.168000e+003	5.115320e+004
3.196100e+002	5.156990e+003		1.167000e+003	5.156990e+004
3.206100e+002	5.124360e+003		1.166000e+003	5.124360e+004
3.216100e+002	5.154890e+003		1.165000e+003	5.154890e+004
3.226100e+002	5.148940e+003		1.164000e+003	5.148940e+004
3.236100e+002	5.149300e+003		1.163000e+003	5.149300e+004
3.246100e+002	5.198960e+003		1.162000e+003	5.198960e+004
3.256100e+002	5.196320e+003		1.161000e+003	5.196320e+004
3.266100e+002	5.216570e+003		1.160000e+003	5.216570e+004
3.276100e+002	5.247880e+003		1.159000e+003	5.247880e+004
3.286100e+002	5.221610e+003		1.158000e+003	5.221610e+004
3.296100e+002	5.254210e+003		1.157000e+003	5.254210e+004
3.306100e+002	5.248040e+003		1.156000e+003	5.248040e+004
3.316100e+002	5.274070e+003		1.155000e+003	5.274070e+004
3.326100e+002	5.322320e+003		1.154000e+003	5.322320e+004
3.336100e+002	5.312850e+003		1.153000e+003	5.312850e+004
3.346100e+002	5.278000e+003		1.152000e+003	5.278000e+004
3.356100e+002	5.300560e+003		1.151000e+003	5.300560e+004
3.366100e+002	5.334700e+003		1.150000e+003	5.334700e+004
3.376100e+002	5.323640e+003		1.149000e+003	5.323640e+004
3.386100e+002	5.409710e+003		1.148000e+003	5.409710e+004
3.396100e+002	5.431310e+003		1.147000e+003	5.431310e+004
3.406100e+002	5.414390e+003		1.146000e+003	5.414390e+004
3.416100e+002	5.439140e+003		1.145000e+003	5.439140e+004
3.426100e+002	5.435120e+003		1.144000e+003	5.435120e+004
3.436100e+002	5.464020e+003		1.143000e+003	5.464020e+004
3.446100e+002	5.470500e+003		1.142000e+003	5.470500e+004
3.456100e+002	5.488320e+003		1.141000e+003	5.488320e+004
3.466100e+002	5.525820e+003		1.140000e+003	5.525820e+004
3.476100e+002	5.545280e+003		1.139000e+003	5.545280e+004
3.486100e+002	5.521210e+003		1.138000e+003	5.521210e+004
3.496100e+002	5.557720e+003		1.137000e+003	5.557720e+004
3.506100e+002	5.566520e+003		1.136000e+003	5.566520e+004
3.516100e+002	5.578920e+003		1.135000e+003	5.578920e+004
3.526100e+002	5.599600e+003		1.134000e+003	5.599600e+004
3.536100e+002	5.633680e+003		1.133000e+003	5.633680e+004
3.546100e+002	5.658160e+003		1.132000e+003	5.658160e+004
3.556100e+002	5.658920e+003		1.131000e+003	5.658920e+004
3.566100e+002	5.651480e+003		1.130000e+003	5.651480e+004
3.576100e+002	5.718100e+003		1.129000e+003	5.718100e+004
3.586100e+002	5.726940e+003		1.128000e+003	5.726940e+004
3.596100e+002	5.722060e+003		1.127000e+003	5.722060e+004
3.606100e+002	5.741870e+003		1.126000e+003	5.741870e+004
3.616100e+002	5.762120e+003		1.125000e+003	5.762120e+004
3.626100e+002	5.801960e+003		1.124000e+003	5.801960e+004
3.636100e+002	5.815790e+003		1.123000e+003	5.815790e+004
3.646100e+002	5.821600e+003		1.122000e+003	5.821600e+004
3.656100e+002	5.822840e+003		1.121000e+003	5.822840e+004
3.666100e+002	5.823410e+003		1.120000e+003	5.823410e+004
3.676100e+002	5.834230e+003		1.119000e+003	5.834230e+004
3.686100e+002	5.836770e+003		1.118000e+003	5.836770e+004
3.696100e+002	5.854920e+003		1.117000e+003	5.854920e+004
3.706100e+002	5.928240e+003		1.116000e+003	5.928240e+004
3.716100e+002	5.921310e+003		1.115000e+003	5.921310e+004
3.726100e+002	5.901120e+003		1.114000e+003	5.901120e+004
3.736100e+002	5.931680e+003		1.113000e+003	5.931680e+004
3.746100e+002	5.965170e+003		1.112000e+003	5.965170e+004
3.756100e+002	6.018480e+003		1.111000e+003	6.018480e+004
3.766100e+002	6.064230e+003		1.110000e+003	6.064230e+004
3.776100e+002	6.023050e+003		1.109000e+003	6.023050e+004
3.786100e+002	6.028980e+003		1.108000e+003	6.028980e+004
3.796100e+002	6.046580e+003		1.107000e+003	6.046580e+004
3.806100e+002	6.101580e+003		1.106000e+003	6.101580e+004
3.816100e+002	6.138560e+003		1.105000e+003	6.138560e+004
3.826100e+002	6.135700e+003		1.104000e+003	6.135700e+004
3.836100e+002	6.130280e+003		1.103000e+003	6.130280e+004
3.846100e+002	6.178230e+003		1.102000e+003	6.178230e+004
3.856100e+002	6.223220e+003		1.101000e+003	6.223220e+004
3.866100e+002	6.199450e+003		1.100000e+003	6.199450e+004
3.876100e+002	6.219480e+003		1.099000e+003	6.219480e+004
3.886100e+002	6.254640e+003		1.098000e+003	6.254640e+004
3.896100e+002	6.272310e+003		1.097000e+003	6.272310e+004
3.906100e+002	6.289390e+003		1.096000e+003	6.289390e+004
3.916100e+002	6.238540e+003		1.095000e+003	6.238540e+004
3.926100e+002	6.260460e+003		1.094000e+003	6.260460e+004
3.936100e+002	6.341710e+003		1.093000e+003	6.341710e+004
3.946100e+002	6.339960e+003		1.092000e+003	6.339960e+004
3.956100e+002	6.355070e+003		1.091000e+003	6.355070e+004
3.966100e+002	6.405350e+003		1.090000e+003	6.405350e+004
3.976100e+002	6.426000e+003		1.089000e+003	6.426000e+004
3.986100e+002	6.397670e+003		1.088000e+003	6.397670e+004
3.996100e+002	6.444800e+003		1.087000e+003	6.444800e+004
4.006100e+002	6.444460e+003		1.086000e+003	6.444460e+004
4.016100e+002	6.447520e+003		1.085000e+003	6.447520e+004
4.026100e+002	6.513580e+003		1.084000e+003	6.513580e+004
4.036100e+002	6.510000e+003		1.083000e+003	6.510000e+004
4.046100e+002	6.536560e+003		1.082000e+003	6.536560e+004
4.056100e+002	6.545200e+003		1.081000e+003	6.545200e+004
4.066100e+002	6.567790e+003		1.080000e+003	6.567790e+004
4.076100e+002	6.622920e+003		1.079000e+003	6.622920e+004
4.086100e+002	6.611540e+003		1.078000e+003	6.611540e+004
4.096100e+002	6.624430e+003		1.077000e+003	6.624430e+004
4.106100e+002	6.643010e+003		1.076000e+003	6.643010e+004
4.116100e+002	6.653560e+003		1.075000e+003	6.653560e+004
4.126100e+002	6.708020e+003		1.074000e+003	6.708020e+004
4.136100e+002	6.727220e+003		1.073000e+003	6.727220e+004
4.146100e+002	6.741950e+003		1.072000e+003	6.741950e+004
4.156100e+002	6.742700e+003		1.071000e+003	6.742700e+004
4.166100e+002	6.786560e+003		1.070000e+003	6.786560e+004
4.176100e+002	6.829280e+003		1.069000e+003	6.829280e+004
4.186100e+002	6.789780e+003		1.068000e+003	6.789780e+004
4.196100e+002	6.851280e+003		1.067000e+003	6.851280e+004
4.206100e+002	6.865480e+003		1.066000e+003	6.865480e+004
4.216100e+002	6.886710e+003		1.065000e+003	6.886710e+004
4.226100e+002	6.897190e+003		1.064000e+003	6.897190e+004
4.236100e+002	6.952960e+003		1.063000e+003	6.952960e+004
4.246100e+002	6.924040e+003		1.062000e+003	6.924040e+004
4.256100e+002	6.953540e+003		1.061000e+003	6.953540e+004
4.266100e+002	6.980700e+003		1.060000e+003	6.980700e+004
4.276100e+002	7.024950e+003		1.059000e+003	7.024950e+004
4.286100e+002	7.071700e+003		1.058000e+003	7.071700e+004
4.296100e+002	7.060700e+003		1.057000e+003	7.060700e+004
4.306100e+002	7.078360e+003		1.056000e+003	7.078360e+004
4.316100e+002	7.118110e+003		1.055000e+003	7.118110e+004
4.326100e+002	7.185190e+003		1.054000e+003	7.185190e+004
4.336100e+002	7.209650e+003		1.053000e+003	7.209650e+004
4.346100e+002	7.215520e+003		1.052000e+003	7.215520e+004
4.356100e+002	7.197970e+003		1.051000e+003	7.197970e+004
4.366100e+002	7.272440e+003		1.050000e+003	7.272440e+004
4.376100e+002	7.290630e+003		1.049000e+003	7.290630e+004
4.386100e+002	7.322520e+003		1.048000e+003	7.322520e+004
4.396100e+002	7.362360e+003		1.047000e+003	7.362360e+004
4.406100e+002	7.391490e+003		1.046000e+003	7.391490e+004
4.416100e+002	7.362890e+003		1.045000e+003	7.362890e+004
4.426100e+002	7.434500e+003		1.044000e+003	7.434500e+004
4.436100e+002	7.446080e+003		1.043000e+003	7.446080e+004
4.446100e+002	7.470840e+003		1.042000e+003	7.470840e+004
4.456100e+002	7.491390e+003		1.041000e+003	7.491390e+004
4.466100e+002	7.494940e+003		1.040000e+003	7.494940e+004
4.476100e+002	7.503100e+003		1.039000e+003	7.503100e+004
4.486100e+002	7.556590e+003		1.038000e+003	7.556590e+004
4.496100e+002	7.638880e+003		1.037000e+003	7.638880e+004
4.506100e+002	7.662070e+003		1.036000e+003	7.662070e+004
4.516100e+002	7.641170e+003		1.035000e+003	7.641170e+004
4.526100e+002	7.722360e+003		1.034000e+003	7.722360e+004
4.536100e+002	7.754090e+003		1.033000e+003	7.754090e+004
4.546100e+002	7.745150e+003		1.032000e+003	7.745150e+004
4.556100e+002	7.751100e+003		1.031000e+003	7.751100e+004
4.566100e+002	7.817420e+003		1.030000e+003	7.817420e+004
4.576100e+002	7.884720e+003		1.029000e+003	7.884720e+004
4.586100e+002	7.820540e+003		1.028000e+003	7.820540e+004
4.596100e+002	7.861230e+003		1.027000e+003	7.861230e+004
4.606100e+002	7.900330e+003		1.026000e+003	7.900330e+004
4.616100e+002	7.909800e+003		1.025000e+003	7.909800e+004
4.626100e+002	7.930160e+003		1.024000e+003	7.930160e+004
4.636100e+002	7.962400e+003		1.023000e+003	7.962400e+004
4.646100e+002	8.067450e+003		1.022000e+003	8.067450e+004
4.656100e+002	8.066950e+003		1.021000e+003	8.066950e+004
4.666100e+002	8.105270e+003		1.020000e+003	8.105270e+004
4.676100e+002	8.196690e+003		1.019000e+003	8.196690e+004
4.686100e+002	8.202250e+003		1.018000e+003	8.202250e+004
4.696100e+002	8.244600e+003		1.017000e+003	8.244600e+004
4.706100e+002	8.326530e+003		1.016000e+003	8.326530e+004
4.716100e+002	8.457480e+003		1.015000e+003	8.457480e+004
4.726100e+002	8.542710e+003		1.014000e+003	8.542710e+004
4.736100e+002	8.660070e+003		1.013000e+003	8.660070e+004
4.746100e+002	8.791360e+003		1.012000e+003	8.791360e+004
4.756100e+002	8.933090e+003		1.011000e+003	8.933090e+004
4.766100e+002	9.046580e+003		1.010000e+003	9.046580e+004
4.776100e+002	9.092660e+003		1.009000e+003	9.092660e+004
4.786100e+002	9.107660e+003		1.008000e+003	9.107660e+004
4.796100e+002	8.917830e+003		1.007000e+003	8.917830e+004
4.806100e+002	8.694360e+003		1.006000e+003	8.694360e+004
4.816100e+002	8.389670e+003		1.005000e+003	8.389670e+004
4.826100e+002	8.163530e+003		1.004000e+003	8.163530e+004
4.836100e+002	7.999890e+003		1.003000e+003	7.999890e+004
4.846100e+002	7.918970e+003		1.002000e+003	7.918970e+004
4.856100e+002	7.775960e+003		1.001000e+003	7.775960e+004
4.866100e+002	7.729550e+003		1.000000e+003	7.729550e+004
4.876100e+002	7.685820e+003		9.990000e+002	7.685820e+004
4.886100e+002	7.680140e+003		9.980000e+002	7.680140e+004
4.896100e+002	7.678650e+003		9.970000e+002	7.678650e+004
4.906100e+002	7.693850e+003		9.960000e+002	7.693850e+004
4.916100e+002	7.704140e+003		9.950000e+002	7.704140e+004
4.926100e+002	7.736140e+003		9.940000e+002	7.736140e+004
4.936100e+002	7.672020e+003		9.930000e+002	7.672020e+004
4.946100e+002	7.641500e+003		9.920000e+002	7.641500e+004
4.956100e+002	7.704020e+003		9.910000e+002	7.704020e+004
4.966100e+002	7.690980e+003		9.900000e+002	7.690980e+004
4.976100e+002	7.680760e+003		9.890000e+002	7.680760e+004
4.986100e+002	7.695310e+003		9.880000e+002	7.695310e+004
4.996100e+002	7.740990e+003		9.870000e+002	7.740990e+004
5.006100e+002	7.751730e+003		9.860000e+002	7.751730e+004
5.016100e+002	7.761530e+003		9.850000e+002	7.761530e+004
5.026100e+002	7.765910e+003		9.840000e+002	7.765910e+004
5.036100e+002	7.804170e+003		9.830000e+002	7.804170e+004
5.046100e+002	7.886030e+003		9.820000e+002	7.886030e+004
5.056100e+002	7.836410e+003		9.810000e+002	7.836410e+004
5.066100e+002	7.843420e+003		9.800000e+002	7.843420e+004
5.076100e+002	7.927060e+003		9.790000e+002	7.927060e+004
5.086100e+002	7.942330e+003		9.780000e+002	7.942330e+004
5.096100e+002	7.972940e+003		9.770000e+002	7.972940e+004
5.106100e+002	7.962010e+003		9.760000e+002	7.962010e+004
5.116100e+002	8.004420e+003		9.750000e+002	8.004420e+004
5.126100e+002	8.048490e+003		9.740000e+002	8.048490e+004
5.136100e+002	8.033310e+003		9.730000e+002	8.033310e+004
5.146100e+002	8.098120e+003		9.720000e+002	8.098120e+004
5.156100e+002	8.121480e+003		9.710000e+002	8.121480e+004
5.166100e+002	8.103290e+003		9.700000e+002	8.103290e+004
5.176100e+002	8.058790e+003		9.690000e+002	8.058790e+004
5.186100e+002	8.130480e+003		9.680000e+002	8.130480e+004
5.196100e+002	8.132960e+003		9.670000e+002	8.132960e+004
5.206100e+002	8.156990e+003		9.660000e+002	8.156990e+004
5.216100e+002	8.147220e+003		9.650000e+002	8.147220e+004
5.226100e+002	8.164180e+003		9.640000e+002	8.164180e+004
5.236100e+002	8.141350e+003		9.630000e+002	8.141350e+004
5.246100e+002	8.176130e+003		9.620000e+002	8.176130e+004
5.256100e+002	8.226160e+003		9.610000e+002	8.226160e+004
5.266100e+002	8.243580e+003		9.600000e+002	8.243580e+004
5.276100e+002	8.220160e+003		9.590000e+002	8.220160e+004
5.286100e+002	8.268960e+003		9.580000e+002	8.268960e+004
5.296100e+002	8.289660e+003		9.570000e+002	8.289660e+004
5.306100e+002	8.324960e+003		9.560000e+002	8.324960e+004
5.316100e+002	8.366300e+003		9.550000e+002	8.366300e+004
5.326100e+002	8.368150e+003		9.540000e+002	8.368150e+004
5.336100e+002	8.402600e+003		9.530000e+002	8.402600e+004
5.346100e+002	8.436100e+003		9.520000e+002	8.436100e+004
5.356100e+002	8.513660e+003		9.510000e+002	8.513660e+004
5.366100e+002	8.536600e+003		9.500000e+002	8.536600e+004
5.376100e+002	8.519140e+003		9.490000e+002	8.519140e+004
5.386100e+002	8.608140e+003		9.480000e+002	8.608140e+004
5.396100e+002	8.548370e+003		9.470000e+002	8.548370e+004
5.406100e+002	8.548030e+003		9.460000e+002	8.548030e+004
5.416100e+002	8.620140e+003		9.450000e+002	8.620140e+004
5.426100e+002	8.647660e+003		9.440000e+002	8.647660e+004
5.436100e+002	8.659610e+003		9.430000e+002	8.659610e+004
5.446100e+002	8.703540e+003		9.420000e+002	8.703540e+004
5.456100e+002	8.785050e+003		9.410000e+002	8.785050e+004
5.466100e+002	8.726030e+003		9.400000e+002	8.726030e+004
5.476100e+002	8.727800e+003		9.390000e+002	8.727800e+004
5.486100e+002	8.841890e+003		9.380000e+002	8.841890e+004
5.496100e+002	8.878500e+003		9.370000e+002	8.878500e+004
5.506100e+002	8.899590e+003		9.360000e+002	8.899590e+004
5.516100e+002	8.866930e+003		9.350000e+002	8.866930e+004
5.526100e+002	8.963420e+003		9.340000e+002	8.963420e+004
5.536100e+002	8.992540e+003		9.330000e+002	8.992540e+004
5.546100e+002	8.963400e+003		9.320000e+002	8.963400e+004
5.556100e+002	9.048300e+003		9.310000e+002	9.048300e+004
5.566100e+002	9.093300e+003		9.300000e+002	9.093300e+004
5.576100e+002	9.111130e+003		9.290000e+002	9.111130e+004
5.586100e+002	9.117820e+003		9.280000e+002	9.117820e+004
5.596100e+002	9.188150e+003		9.270000e+002	9.188150e+004
5.606100e+002	9.270060e+003		9.260000e+002	9.270060e+004
5.616100e+002	9.286820e+003		9.250000e+002	9.286820e+004
5.626100e+002	9.321730e+003		9.240000e+002	9.321730e+004
5.636100e+002	9.300590e+003		9.230000e+002	9.300590e+004
5.646100e+002	9.414000e+003		9.220000e+002	9.414000e+004
5.656100e+002	9.392040e+003		9.210000e+002	9.392040e+004
5.666100e+002	9.465600e+003		9.200000e+002	9.465600e+004
5.676100e+002	9.538190e+003		9.190000e+002	9.538190e+004
5.686100e+002	9.542950e+003		9.180000e+002	9.542950e+004
5.696100e+002	9.583200e+003		9.170000e+002	9.583200e+004
5.706100e+002	9.651220e+003		9.160000e+002	9.651220e+004
5.716100e+002	9.688130e+003		9.150000e+002	9.688130e+004
5.726100e+002	9.751390e+003		9.140000e+002	9.751390e+004
5.736100e+002	9.826620e+003		9.130000e+002	9.826620e+004
5.746100e+002	9.870360e+003		9.120000e+002	9.870360e+004
5.756100e+002	9.941610e+003		9.110000e+002	9.941610e+004
5.766100e+002	1.000090e+004		9.100000e+002	1.000090e+005
5.776100e+002	1.004170e+004		9.090000e+002	1.004170e+005
5.786100e+002	1.008830e+004		9.080000e+002	1.008830e+005
5.796100e+002	1.015230e+004		9.070000e+002	1.015230e+005
5.806100e+002	1.016050e+004		9.060000e+002	1.016050e+005
5.816100e+002	1.025680e+004		9.050000e+002	1.025680e+005
5.826100e+002	1.039470e+004		9.040000e+002	1.039470e+005
5.836100e+002	1.043440e+004		9.030000e+002	1.043440e+005
5.846100e+002	1.043530e+004		9.020000e+002	1.043530e+005
5.856100e+002	1.058520e+004		9.010000e+002	1.058520e+005
5.866100e+002	1.061720e+004		9.000000e+002	1.061720e+005
5.876100e+002	1.062890e+004		8.990000e+002	1.062890e+005
5.886100e+002	1.067880e+004		8.980000e+002	1.067880e+005
5.896100e+002	1.078710e+004		8.970000e+002	1.078710e+005
5.906100e+002	1.082600e+004		8.960000e+002	1.082600e+005
5.916100e+002	1.088370e+004		8.950000e+002	1.088370e+005
5.926100e+002	1.099040e+004		8.940000e+002	1.099040e+005
5.936100e+002	1.103250e+004		8.930000e+002	1.103250e+005
5.946100e+002	1.117850e+004		8.920000e+002	1.117850e+005
5.956100e+002	1.117200e+004		8.910000e+002	1.117200e+005
5.966100e+002	1.126800e+004		8.900000e+002	1.126800e+005
5.976100e+002	1.132880e+004		8.890000e+002	1.132880e+005
5.986100e+002	1.140610e+004		8.880000e+002	1.140610e+005
5.996100e+002	1.154730e+004		8.870000e+002	1.154730e+005
6.006100e+002	1.170670e+004		8.860000e+002	1.170670e+005
6.016100e+002	1.173670e+004		8.850000e+002	1.173670e+005
6.026100e+002	1.179270e+004		8.840000e+002	1.179270e+005
6.036100e+002	1.188800e+004		8.830000e+002	1.188800e+005
6.046100e+002	1.193670e+004		8.820000e+002	1.193670e+005
6.056100e+002	1.188220e+004		8.810000e+002	1.188220e+005
6.066100e+002	1.193930e+004		8.800000e+002	1.193930e+005
6.076100e+002	1.216730e+004		8.790000e+002	1.216730e+005
6.086100e+002	1.253620e+004		8.780000e+002	1.253620e+005
6.096100e+002	1.293250e+004		8.770000e+002	1.293250e+005
6.106100e+002	1.342780e+004		8.760000e+002	1.342780e+005
6.116100e+002	1.382960e+004		8.750000e+002	1.382960e+005
6.126100e+002	1.394220e+004		8.740000e+002	1.394220e+005
6.136100e+002	1.423010e+004		8.730000e+002	1.423010e+005
6.146100e+002	1.544210e+004		8.720000e+002	1.544210e+005
6.156100e+002	1.725910e+004		8.710000e+002	1.725910e+005
6.166100e+002	1.710950e+004		8.700000e+002	1.710950e+005
6.176100e+002	1.441090e+004		8.690000e+002	1.441090e+005
6.186100e+002	1.197080e+004		8.680000e+002	1.197080e+005
6.196100e+002	1.100780e+004		8.670000e+002	1.100780e+005
6.206100e+002	1.067440e+004		8.660000e+002	1.067440e+005
6.216100e+002	1.058190e+004		8.650000e+002	1.058190e+005
6.226100e+002	1.049360e+004		8.640000e+002	1.049360e+005
6.236100e+002	1.058600e+004		8.630000e+002	1.058600e+005
6.246100e+002	1.093680e+004		8.620000e+002	1.093680e+005
6.256100e+002	1.161950e+004		8.610000e+002	1.161950e+005
6.266100e+002	1.245440e+004		8.600000e+002	1.245440e+005
6.276100e+002	1.305120e+004		8.590000e+002	1.305120e+005
6.286100e+002	1.303580e+004		8.580000e+002	1.303580e+005
6.296100e+002	1.284740e+004		8.570000e+002	1.284740e+005
6.306100e+002	1.335960e+004		8.560000e+002	1.335960e+005
6.316100e+002	1.582210e+004		8.550000e+002	1.582210e+005
6.326100e+002	2.192960e+004		8.540000e+002	2.192960e+005
6.336100e+002	2.386970e+004		8.530000e+002	2.386970e+005
6.346100e+002	1.681210e+004		8.520000e+002	1.681210e+005
6.356100e+002	9.266230e+003		8.510000e+002	9.266230e+004
6.366100e+002	7.076430e+003		8.500000e+002	7.076430e+004
6.376100e+002	6.574160e+003		8.490000e+002	6.574160e+004
6.386100e+002	6.347210e+003		8.480000e+002	6.347210e+004
6.396100e+002	6.242770e+003		8.470000e+002	6.242770e+004
6.406100e+002	6.191240e+003		8.460000e+002	6.191240e+004
6.416100e+002	6.221190e+003		8.450000e+002	6.221190e+004
6.426100e+002	6.174810e+003		8.440000e+002	6.174810e+004
6.436100e+002	6.195860e+003		8.430000e+002	6.195860e+004
6.446100e+002	6.205470e+003		8.420000e+002	6.205470e+004
6.456100e+002	6.244690e+003		8.410000e+002	6.244690e+004
6.466100e+002	6.244830e+003		8.400000e+002	6.244830e+004
6.476100e+002	6.247590e+003		8.390000e+002	6.247590e+004
6.486100e+002	6.284730e+003		8.380000e+002	6.284730e+004
6.496100e+002	6.316980e+003		8.370000e+002	6.316980e+004
6.506100e+002	6.342500e+003		8.360000e+002	6.342500e+004
6.516100e+002	6.388690e+003		8.350000e+002	6.388690e+004
6.526100e+002	6.393230e+003		8.340000e+002	6.393230e+004
6.536100e+002	6.411390e+003		8.330000e+002	6.411390e+004
6.546100e+002	6.481250e+003		8.320000e+002	6.481250e+004
6.556100e+002	6.480690e+003		8.310000e+002	6.480690e+004
6.566100e+002	6.597820e+003		8.300000e+002	6.597820e+004
6.576100e+002	6.586560e+003		8.290000e+002	6.586560e+004
6.586100e+002	6.641660e+003		8.280000e+002	6.641660e+004
6.596100e+002	6.695800e+003		8.270000e+002	6.695800e+004
6.606100e+002	6.741590e+003		8.260000e+002	6.741590e+004
6.616100e+002	6.783440e+003		8.250000e+002	6.783440e+004
6.626100e+002	6.802820e+003		8.240000e+002	6.802820e+004
6.636100e+002	6.740380e+003		8.230000e+002	6.740380e+004
6.646100e+002	6.716980e+003		8.220000e+002	6.716980e+004
6.656100e+002	6.694850e+003		8.210000e+002	6.694850e+004
6.666100e+002	6.634720e+003		8.200000e+002	6.634720e+004
6.676100e+002	6.663980e+003		8.190000e+002	6.663980e+004
6.686100e+002	6.705360e+003		8.180000e+002	6.705360e+004
6.696100e+002	6.755670e+003		8.170000e+002	6.755670e+004
6.706100e+002	6.836210e+003		8.160000e+002	6.836210e+004
6.716100e+002	6.902570e+003		8.150000e+002	6.902570e+004
6.726100e+002	6.981590e+003		8.140000e+002	6.981590e+004
6.736100e+002	7.024090e+003		8.130000e+002	7.024090e+004
6.746100e+002	7.088380e+003		8.120000e+002	7.088380e+004
6.756100e+002	7.061000e+003		8.110000e+002	7.061000e+004
6.766100e+002	6.968790e+003		8.100000e+002	6.968790e+004
6.776100e+002	6.842090e+003		8.090000e+002	6.842090e+004
6.786100e+002	6.851430e+003		8.080000e+002	6.851430e+004
6.796100e+002	6.829720e+003		8.070000e+002	6.829720e+004
6.806100e+002	6.826400e+003		8.060000e+002	6.826400e+004
6.816100e+002	6.820640e+003		8.050000e+002	6.820640e+004
6.826100e+002	6.829270e+003		8.040000e+002	6.829270e+004
6.836100e+002	6.901110e+003		8.030000e+002	6.901110e+004
6.846100e+002	6.888030e+003		8.020000e+002	6.888030e+004
6.856100e+002	6.892810e+003		8.010000e+002	6.892810e+004
6.866100e+002	6.908800e+003		8.000000e+002	6.908800e+004
6.876100e+002	7.009440e+003		7.990000e+002	7.009440e+004
6.886100e+002	7.082500e+003		7.980000e+002	7.082500e+004
6.896100e+002	7.129840e+003		7.970000e+002	7.129840e+004
6.906100e+002	7.141900e+003		7.960000e+002	7.141900e+004
6.916100e+002	7.205540e+003		7.950000e+002	7.205540e+004
6.926100e+002	7.224170e+003		7.940000e+002	7.224170e+004
6.936100e+002	7.231170e+003		7.930000e+002	7.231170e+004
6.946100e+002	7.264680e+003		7.920000e+002	7.264680e+004
6.956100e+002	7.338720e+003		7.910000e+002	7.338720e+004
6.966100e+002	7.425590e+003		7.900000e+002	7.425590e+004
6.976100e+002	7.498500e+003		7.890000e+002	7.498500e+004
6.986100e+002	7.562790e+003		7.880000e+002	7.562790e+004
6.996100e+002	7.600220e+003		7.870000e+002	7.600220e+004
7.006100e+002	7.694110e+003		7.860000e+002	7.694110e+004
7.016100e+002	7.792230e+003		7.850000e+002	7.792230e+004
7.026100e+002	7.882010e+003		7.840000e+002	7.882010e+004
7.036100e+002	7.936880e+003		7.830000e+002	7.936880e+004
7.046100e+002	8.084240e+003		7.820000e+002	8.084240e+004
7.056100e+002	8.251270e+003		7.810000e+002	8.251270e+004
7.066100e+002	8.412800e+003		7.800000e+002	8.412800e+004
7.076100e+002	8.541230e+003		7.790000e+002	8.541230e+004
7.086100e+002	8.517720e+003		7.780000e+002	8.517720e+004
7.096100e+002	8.434190e+003		7.770000e+002	8.434190e+004
7.106100e+002	8.186360e+003		7.760000e+002	8.186360e+004
7.116100e+002	8.028980e+003		7.750000e+002	8.028980e+004
7.126100e+002	7.945490e+003		7.740000e+002	7.945490e+004
7.136100e+002	8.000440e+003		7.730000e+002	8.000440e+004
7.146100e+002	8.087940e+003		7.720000e+002	8.087940e+004
7.156100e+002	7.985780e+003		7.710000e+002	7.985780e+004
7.166100e+002	7.655720e+003		7.700000e+002	7.655720e+004
7.176100e+002	7.221230e+003		7.690000e+002	7.221230e+004
7.186100e+002	6.745120e+003		7.680000e+002	6.745120e+004
7.196100e+002	6.384510e+003		7.670000e+002	6.384510e+004
